OrderID,OrderDate,CustomerID,CustomerName,EmployeeID,EmployeeName,ProductID,ProductName,CategoryName,SupplierName,UnitPrice,Quantity,Discount,ExtendedPrice
210,2024-06-28 20:22:21,TP845,Green-CastroOnline Marketplace Seller,10,Kyle Green,66,Apple Home Smart Display Max,Smart Display,Apple Home,1909.2,19,0.15,30833.58
112,2024-06-29 02:29:51,TR797,Johnson IncAppliance Retailer,13,Kevin Chavez,27,Belkin Wemo Smart Speaker Outdoor,Smart Speaker,Belkin Wemo,10080.53,16,0.2,129030.78
688,2024-06-29 04:30:21,GY227,Smith LLCSecurity Service Provider,7,Tiffany Williams,10,Apple Home Smart TV Premium,Smart TV,Apple Home,2879.18,13,0.05,35557.87
688,2024-06-29 04:30:21,GY227,Smith LLCSecurity Service Provider,7,Tiffany Williams,43,Belkin Wemo Smart Display Standard,Smart Display,Belkin Wemo,2797.3,8,0.0,22378.4
688,2024-06-29 04:30:21,GY227,Smith LLCSecurity Service Provider,7,Tiffany Williams,51,Google Nest Smart Thermostat Outdoor,Smart Thermostat,Google Nest,1789.22,8,0.1,12882.38
688,2024-06-29 04:30:21,GY227,Smith LLCSecurity Service Provider,7,Tiffany Williams,95,Google Nest Smart Display Max,Smart Display,Google Nest,1445.94,10,0.1,13013.46
957,2024-06-29 05:06:33,YQ009,Liu GroupIT Services Company,8,Amanda Black,1,Philips Hue Smart Lock Max,Smart Lock,Philips Hue,5902.0,10,0.05,56069.0
957,2024-06-29 05:06:33,YQ009,Liu GroupIT Services Company,8,Amanda Black,4,Ecobee Home Hub Max,Home Hub,Ecobee,3583.46,7,0.05,23830.01
957,2024-06-29 05:06:33,YQ009,Liu GroupIT Services Company,8,Amanda Black,44,Honeywell Home Smart Thermostat Outdoor,Smart Thermostat,Honeywell Home,4494.44,19,0.05,81124.64
957,2024-06-29 05:06:33,YQ009,Liu GroupIT Services Company,8,Amanda Black,47,Arlo Smart Camera Mini,Smart Camera,Arlo,8396.6,3,0.15,21411.33
957,2024-06-29 05:06:33,YQ009,Liu GroupIT Services Company,8,Amanda Black,68,Arlo Smart Speaker Premium,Smart Speaker,Arlo,5373.01,7,0.15,31969.41
266,2024-07-01 00:39:32,ID078,English IncSecurity Service Provider,15,Nicholas Daniel,11,Samsung SmartThings Smart Thermostat Pro,Smart Thermostat,Samsung SmartThings,1616.94,6,0.2,7761.31
266,2024-07-01 00:39:32,ID078,English IncSecurity Service Provider,15,Nicholas Daniel,76,Arlo Smart Lighting Outdoor,Smart Lighting,Arlo,9139.06,14,0.0,127946.84
374,2024-07-01 00:40:24,ZA627,Gray-HansenRetail Company,4,Tyler Harrison,89,Ring Home Hub Pro,Home Hub,Ring,4231.31,3,0.05,12059.23
863,2024-07-01 03:18:50,GY227,Smith LLCSecurity Service Provider,7,Tiffany Williams,36,Arlo Robot Vacuum Mini,Robot Vacuum,Arlo,278.24,6,0.0,1669.44
863,2024-07-01 03:18:50,GY227,Smith LLCSecurity Service Provider,7,Tiffany Williams,41,Wyze Home Hub Outdoor,Home Hub,Wyze,4002.85,17,0.05,64646.03
863,2024-07-01 03:18:50,GY227,Smith LLCSecurity Service Provider,7,Tiffany Williams,44,Honeywell Home Smart Thermostat Outdoor,Smart Thermostat,Honeywell Home,4602.27,8,0.2,29454.53
863,2024-07-01 03:18:50,GY227,Smith LLCSecurity Service Provider,7,Tiffany Williams,48,Samsung SmartThings Air Purifier Indoor,Air Purifier,Samsung SmartThings,7460.66,19,0.05,134664.91
863,2024-07-01 03:18:50,GY227,Smith LLCSecurity Service Provider,7,Tiffany Williams,100,Belkin Wemo Air Purifier Mini,Air Purifier,Belkin Wemo,414.31,11,0.05,4329.54
185,2024-07-01 15:32:03,ET738,"Chase, Scott and WebbIT Services Company",14,Ryan Lowery,7,Apple Home Smart Doorbell Outdoor,Smart Doorbell,Apple Home,6378.56,12,0.1,68888.45
185,2024-07-01 15:32:03,ET738,"Chase, Scott and WebbIT Services Company",14,Ryan Lowery,35,TP-Link Kasa Air Purifier Max,Air Purifier,TP-Link Kasa,5213.01,17,0.1,79759.05
228,2024-07-01 18:06:11,NB002,Curry LtdRetail Company,4,Tyler Harrison,96,Amazon Devices Smart Lighting Indoor,Smart Lighting,Amazon Devices,1175.13,14,0.05,15629.23
846,2024-07-01 20:17:37,GU953,"Chambers, Smith and FloresReal Estate Company",2,Jason Moreno,9,Philips Hue Streaming Device Essential,Streaming Device,Philips Hue,9539.96,19,0.15,154070.35
846,2024-07-01 20:17:37,GU953,"Chambers, Smith and FloresReal Estate Company",2,Jason Moreno,12,Honeywell Home Home Hub Indoor,Home Hub,Honeywell Home,1876.78,19,0.15,30310.0
846,2024-07-01 20:17:37,GU953,"Chambers, Smith and FloresReal Estate Company",2,Jason Moreno,85,Wyze Smart Thermostat Max,Smart Thermostat,Wyze,9829.38,2,0.1,17692.88
894,2024-07-02 04:50:55,UD950,"Peterson, Mccoy and RodriguezOnline Marketplace Seller",6,Robert Taylor,10,Apple Home Smart TV Premium,Smart TV,Apple Home,2878.8,20,0.1,51818.4
894,2024-07-02 04:50:55,UD950,"Peterson, Mccoy and RodriguezOnline Marketplace Seller",6,Robert Taylor,57,Eufy Smart Plug Pro,Smart Plug,Eufy,708.64,11,0.1,7015.54
108,2024-07-02 20:48:26,IU348,Brooks and SonsProperty Management Company,5,Yvette Daniel,15,Eufy Smart Speaker Essential,Smart Speaker,Eufy,2754.65,12,0.05,31403.01
108,2024-07-02 20:48:26,IU348,Brooks and SonsProperty Management Company,5,Yvette Daniel,17,Honeywell Home Streaming Device Premium,Streaming Device,Honeywell Home,998.21,6,0.0,5989.26
108,2024-07-02 20:48:26,IU348,Brooks and SonsProperty Management Company,5,Yvette Daniel,26,Philips Hue Air Purifier Plus,Air Purifier,Philips Hue,4907.82,20,0.0,98156.4
108,2024-07-02 20:48:26,IU348,Brooks and SonsProperty Management Company,5,Yvette Daniel,71,Apple Home Smart Display Premium,Smart Display,Apple Home,8632.0,3,0.2,20716.8
108,2024-07-02 20:48:26,IU348,Brooks and SonsProperty Management Company,5,Yvette Daniel,100,Belkin Wemo Air Purifier Mini,Air Purifier,Belkin Wemo,384.95,15,0.15,4908.11
93,2024-07-04 18:35:54,UN313,Archer and SonsTechnology Startup,13,Kevin Chavez,74,Ecobee Smart TV Ultra,Smart TV,Ecobee,1670.73,9,0.2,12029.26
547,2024-07-05 22:45:11,TJ349,"Farmer, Porter and DavisHome Improvement Store",6,Robert Taylor,35,TP-Link Kasa Air Purifier Max,Air Purifier,TP-Link Kasa,5191.53,13,0.1,60740.9
547,2024-07-05 22:45:11,TJ349,"Farmer, Porter and DavisHome Improvement Store",6,Robert Taylor,73,Arlo Smart Camera Ultra,Smart Camera,Arlo,4355.4,18,0.05,74477.34
547,2024-07-05 22:45:11,TJ349,"Farmer, Porter and DavisHome Improvement Store",6,Robert Taylor,81,Amazon Devices Air Purifier Outdoor,Air Purifier,Amazon Devices,2042.9,18,0.0,36772.2
547,2024-07-05 22:45:11,TJ349,"Farmer, Porter and DavisHome Improvement Store",6,Robert Taylor,90,Wyze Smart Speaker Essential,Smart Speaker,Wyze,5293.86,13,0.2,55056.14
56,2024-07-06 00:08:42,QC191,Mccormick-LevyReal Estate Company,3,Meagan King,13,Google Nest Smart Lighting Plus,Smart Lighting,Google Nest,9353.45,15,0.05,133286.66
56,2024-07-06 00:08:42,QC191,Mccormick-LevyReal Estate Company,3,Meagan King,17,Honeywell Home Streaming Device Premium,Streaming Device,Honeywell Home,1008.81,20,0.2,16140.96
56,2024-07-06 00:08:42,QC191,Mccormick-LevyReal Estate Company,3,Meagan King,25,Samsung SmartThings Smart Camera Essential,Smart Camera,Samsung SmartThings,1472.65,19,0.1,25182.31
56,2024-07-06 00:08:42,QC191,Mccormick-LevyReal Estate Company,3,Meagan King,98,Ring Smart Plug Indoor,Smart Plug,Ring,1663.01,15,0.0,24945.15
952,2024-07-06 00:12:33,KT263,Jones-WilliamsIT Services Company,5,Yvette Daniel,47,Arlo Smart Camera Mini,Smart Camera,Arlo,8399.89,12,0.0,100798.68
952,2024-07-06 00:12:33,KT263,Jones-WilliamsIT Services Company,5,Yvette Daniel,75,Belkin Wemo Smart Doorbell Standard,Smart Doorbell,Belkin Wemo,3868.98,1,0.0,3868.98
952,2024-07-06 00:12:33,KT263,Jones-WilliamsIT Services Company,5,Yvette Daniel,86,Ring Security System Premium,Security System,Ring,5215.32,16,0.0,83445.12
952,2024-07-06 00:12:33,KT263,Jones-WilliamsIT Services Company,5,Yvette Daniel,96,Amazon Devices Smart Lighting Indoor,Smart Lighting,Amazon Devices,1252.86,5,0.2,5011.44
648,2024-07-06 09:56:23,FS045,"Hammond, Watson and SparksIT Services Company",14,Ryan Lowery,11,Samsung SmartThings Smart Thermostat Pro,Smart Thermostat,Samsung SmartThings,1660.25,3,0.05,4731.71
648,2024-07-06 09:56:23,FS045,"Hammond, Watson and SparksIT Services Company",14,Ryan Lowery,12,Honeywell Home Home Hub Indoor,Home Hub,Honeywell Home,1837.99,20,0.05,34921.81
648,2024-07-06 09:56:23,FS045,"Hammond, Watson and SparksIT Services Company",14,Ryan Lowery,32,LG Electronics Home Hub Ultra,Home Hub,LG Electronics,8796.84,1,0.15,7477.31
648,2024-07-06 09:56:23,FS045,"Hammond, Watson and SparksIT Services Company",14,Ryan Lowery,70,Honeywell Home Smart Plug Essential,Smart Plug,Honeywell Home,3837.8,5,0.1,17270.1
175,2024-07-07 19:22:46,TF836,Becker LtdConsumer Electronics Store,10,Kyle Green,64,Google Nest Smart Lock Pro,Smart Lock,Google Nest,988.2,20,0.2,15811.2
175,2024-07-07 19:22:46,TF836,Becker LtdConsumer Electronics Store,10,Kyle Green,86,Ring Security System Premium,Security System,Ring,5404.25,13,0.0,70255.25
175,2024-07-07 19:22:46,TF836,Becker LtdConsumer Electronics Store,10,Kyle Green,87,Ring Smart Speaker Plus,Smart Speaker,Ring,4070.33,17,0.05,65735.83
379,2024-07-09 04:44:22,ZY562,Fox-GreenProperty Management Company,6,Robert Taylor,22,Google Nest Smart TV Pro,Smart TV,Google Nest,4291.21,7,0.05,28536.55
379,2024-07-09 04:44:22,ZY562,Fox-GreenProperty Management Company,6,Robert Taylor,79,Ring Smart Camera Premium,Smart Camera,Ring,8660.75,3,0.05,24683.14
379,2024-07-09 04:44:22,ZY562,Fox-GreenProperty Management Company,6,Robert Taylor,93,GE Appliances Smart Display Max,Smart Display,GE Appliances,6161.12,19,0.0,117061.28
517,2024-07-09 06:24:28,TP845,Green-CastroOnline Marketplace Seller,14,Ryan Lowery,6,GE Appliances Smart Plug Essential,Smart Plug,GE Appliances,272.38,5,0.2,1089.52
517,2024-07-09 06:24:28,TP845,Green-CastroOnline Marketplace Seller,14,Ryan Lowery,27,Belkin Wemo Smart Speaker Outdoor,Smart Speaker,Belkin Wemo,9431.72,14,0.0,132044.08
517,2024-07-09 06:24:28,TP845,Green-CastroOnline Marketplace Seller,14,Ryan Lowery,65,Honeywell Home Smart Camera Mini,Smart Camera,Honeywell Home,4275.6,3,0.2,10261.44
517,2024-07-09 06:24:28,TP845,Green-CastroOnline Marketplace Seller,14,Ryan Lowery,77,Ring Smart Speaker Plus,Smart Speaker,Ring,205.32,13,0.15,2268.79
501,2024-07-09 10:53:15,JO978,"Bird, Hardin and RodriguezTechnology Startup",3,Meagan King,28,Samsung SmartThings Smart Lighting Standard,Smart Lighting,Samsung SmartThings,632.66,17,0.0,10755.22
501,2024-07-09 10:53:15,JO978,"Bird, Hardin and RodriguezTechnology Startup",3,Meagan King,33,Arlo Smart Thermostat Max,Smart Thermostat,Arlo,234.17,13,0.15,2587.58
501,2024-07-09 10:53:15,JO978,"Bird, Hardin and RodriguezTechnology Startup",3,Meagan King,56,LG Electronics Streaming Device Outdoor,Streaming Device,LG Electronics,8442.08,1,0.05,8019.98
501,2024-07-09 10:53:15,JO978,"Bird, Hardin and RodriguezTechnology Startup",3,Meagan King,86,Ring Security System Premium,Security System,Ring,5279.37,19,0.0,100308.03
495,2024-07-11 01:00:27,DY566,Cruz-BlairRetail Company,10,Kyle Green,46,Ring Smart Lock Ultra,Smart Lock,Ring,6528.51,4,0.05,24808.34
495,2024-07-11 01:00:27,DY566,Cruz-BlairRetail Company,10,Kyle Green,100,Belkin Wemo Air Purifier Mini,Air Purifier,Belkin Wemo,410.36,10,0.05,3898.42
163,2024-07-11 01:46:17,NB002,Curry LtdRetail Company,11,Jose Nelson,5,TP-Link Kasa Smart Lighting Mini,Smart Lighting,TP-Link Kasa,4557.13,19,0.0,86585.47
163,2024-07-11 01:46:17,NB002,Curry LtdRetail Company,11,Jose Nelson,22,Google Nest Smart TV Pro,Smart TV,Google Nest,4151.22,5,0.2,16604.88
